"file","item_id","level","type","objective_verdict","tier1_findings","subjective_label","confidence","red_flag","status","subjective_source","escalation_reason"
"content/a1/reading/A1-T1-005.json","Q4","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-005.json","Q5","a1","richtig_falsch","PASS","W:answerkey:evidence-missingx1","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-006.json","Q1","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-006.json","Q2","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-006.json","Q3","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-006.json","Q4","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-006.json","Q5","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-007.json","Q1","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-007.json","Q2","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-007.json","Q3","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-007.json","Q4","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-007.json","Q5","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-008.json","Q1","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-008.json","Q2","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-008.json","Q3","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-008.json","Q4","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-008.json","Q5","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-009.json","Q1","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-009.json","Q2","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-009.json","Q3","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-009.json","Q4","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-009.json","Q5","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-010.json","Q1","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-010.json","Q2","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-010.json","Q3","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-010.json","Q4","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T1-010.json","Q5","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-001.json","Q6","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-001.json","Q7","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-001.json","Q8","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-001.json","Q9","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-001.json","Q10","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-002.json","Q6","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-002.json","Q7","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-002.json","Q8","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-002.json","Q9","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-002.json","Q10","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-003.json","Q6","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-003.json","Q7","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-003.json","Q8","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-003.json","Q9","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-003.json","Q10","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-004.json","Q6","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-004.json","Q7","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-004.json","Q8","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-004.json","Q9","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-004.json","Q10","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-005.json","Q6","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-005.json","Q7","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-005.json","Q8","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-005.json","Q9","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-005.json","Q10","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-006.json","Q6","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-006.json","Q7","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-006.json","Q8","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-006.json","Q9","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-006.json","Q10","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-007.json","Q6","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-007.json","Q7","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-007.json","Q8","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-007.json","Q9","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-007.json","Q10","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-008.json","Q6","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-008.json","Q7","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-008.json","Q8","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-008.json","Q9","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-008.json","Q10","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-009.json","Q6","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-009.json","Q7","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-009.json","Q8","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-009.json","Q9","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-009.json","Q10","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-010.json","Q6","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-010.json","Q7","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-010.json","Q8","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-010.json","Q9","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T2-010.json","Q10","a1","matching_ab","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-001.json","Q11","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-001.json","Q12","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-001.json","Q13","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-001.json","Q14","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-001.json","Q15","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-002.json","Q11","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-002.json","Q12","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-002.json","Q13","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-002.json","Q14","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-002.json","Q15","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-003.json","Q11","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-003.json","Q12","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-003.json","Q13","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-003.json","Q14","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-003.json","Q15","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-004.json","Q11","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-004.json","Q12","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-004.json","Q13","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-004.json","Q14","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-004.json","Q15","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-005.json","Q11","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-005.json","Q12","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-005.json","Q13","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-005.json","Q14","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-005.json","Q15","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-006.json","Q11","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-006.json","Q12","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-006.json","Q13","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-006.json","Q14","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-006.json","Q15","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-007.json","Q11","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-007.json","Q12","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-007.json","Q13","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-007.json","Q14","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-007.json","Q15","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-008.json","Q11","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-008.json","Q12","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-008.json","Q13","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-008.json","Q14","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-008.json","Q15","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-009.json","Q11","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-009.json","Q12","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-009.json","Q13","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-009.json","Q14","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-009.json","Q15","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-010.json","Q11","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-010.json","Q12","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-010.json","Q13","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-010.json","Q14","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a1/reading/A1-T3-010.json","Q15","a1","richtig_falsch","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a2/reading/A2-T1-001.json","Q1","a2","multiple_choice","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a2/reading/A2-T1-001.json","Q2","a2","multiple_choice","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a2/reading/A2-T1-001.json","Q3","a2","multiple_choice","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a2/reading/A2-T1-001.json","Q4","a2","multiple_choice","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a2/reading/A2-T1-001.json","Q5","a2","multiple_choice","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a2/reading/A2-T1-002.json","Q1","a2","multiple_choice","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
"content/a2/reading/A2-T1-002.json","Q2","a2","multiple_choice","PASS","","ok","low","true","escalate","mock","redFlag (mock red-team — PLACEHOLDER, not a real disagreement); confidence=low"
