file,item_id,level,type,stem
"content/c2/reading/C2-T1-004.json","Q6","c2","multiple_choice","Inwiefern unterstützt die Darstellung von die Metapher des Fliegenglases die Gesamtargumentation?"
"content/c2/reading/C2-T1-004.json","Q7","c2","multiple_choice","Inwiefern widersprechen sich die Ausführungen zu erweist sich in einer globalisierten Welt als Illusion mit der Gesamtthese?"
"content/c2/reading/C2-T1-005.json","Q4","c2","multiple_choice","Inwiefern unterstützt die Darstellung von Worin liegt die Gefahr des erkenntnistheoretischen die Gesamtargumentation?"
"content/c2/reading/C2-T1-005.json","Q7","c2","multiple_choice","Inwiefern widersprechen sich die Ausführungen zu Worin liegt die intellektuelle Vitalität des mit der Gesamtthese?"
"content/c2/reading/C2-T1-006.json","Q2","c2","multiple_choice","Inwiefern unterstützt die Darstellung von beschrieb den Paradigmenwechsel in der Wissenschaft die Gesamtargumentation?"
"content/c2/reading/C2-T1-006.json","Q3","c2","multiple_choice","Inwiefern unterstützt die Darstellung von stellt die pluralistische Sichtweise infrage die Gesamtargumentation?"
"content/c2/reading/C2-T1-006.json","Q4","c2","multiple_choice","Inwiefern widersprechen sich die Ausführungen zu Worin liegt die Gefahr des erkenntnistheoretischen mit der Gesamtthese?"
"content/c2/reading/C2-T1-006.json","Q5","c2","multiple_choice","Was lässt sich aus der kritischen Betrachtung von erweist sich als Stärke des wissenschaftlichen Diskurses für die Gesamtthese ableiten?"
"content/c2/reading/C2-T1-006.json","Q7","c2","multiple_choice","Welcher epistemologische Einwand lässt sich gegen die Analyse von Worin liegt die intellektuelle Vitalität des erheben?"
"content/c2/reading/C2-T1-006.json","Q8","c2","multiple_choice","Bewerten Sie die argumentative Konsistenz der Darstellung von Worauf."
"content/c2/reading/C2-T1-006.json","Q9","c2","multiple_choice","Inwiefern widersprechen sich die Ausführungen zu darf laut Text nicht aufgegeben werden mit der Gesamtthese?"
"content/c2/reading/C2-T1-007.json","Q3","c2","multiple_choice","Was lässt sich aus der kritischen Betrachtung von stellt die pluralistische Sichtweise infrage für die Gesamtthese ableiten?"
"content/c2/reading/C2-T1-007.json","Q4","c2","multiple_choice","Was lässt sich aus der kritischen Betrachtung von Worin liegt die Gefahr des erkenntnistheoretischen für die Gesamtthese ableiten?"
"content/c2/reading/C2-T1-007.json","Q5","c2","multiple_choice","Welche epistemologische Position vertritt der Autor bezüglich erweist sich als Stärke des wissenschaftlichen Diskurses?"
"content/c2/reading/C2-T1-007.json","Q10","c2","multiple_choice","Was lässt sich aus der kritischen Betrachtung von weit reicht die Relevanz der Diskussion für die Gesamtthese ableiten?"
"content/c2/reading/C2-T1-008.json","Q3","c2","multiple_choice","Inwiefern widersprechen sich die Ausführungen zu stellt die pluralistische Sichtweise infrage mit der Gesamtthese?"
"content/c2/reading/C2-T1-008.json","Q4","c2","multiple_choice","Inwiefern widersprechen sich die Ausführungen zu Worin liegt die Gefahr des erkenntnistheoretischen mit der Gesamtthese?"
"content/c2/reading/C2-T1-008.json","Q6","c2","multiple_choice","Inwiefern widersprechen sich die Ausführungen zu Wonach sucht die gegenwärtige Forschung mit der Gesamtthese?"
"content/c2/reading/C2-T1-008.json","Q7","c2","multiple_choice","Inwiefern unterstützt die Darstellung von Worin liegt die intellektuelle Vitalität des die Gesamtargumentation?"
"content/c2/reading/C2-T1-008.json","Q8","c2","multiple_choice","Welche methodologische Implikation hat die Analyse von Worauf?"
"content/c2/reading/C2-T1-008.json","Q10","c2","multiple_choice","Welche epistemologische Position vertritt der Autor bezüglich weit reicht die Relevanz der Diskussion?"
"content/c2/reading/C2-T1-009.json","Q2","c2","multiple_choice","Inwiefern unterstützt die Darstellung von beschrieb den Paradigmenwechsel in der Wissenschaft die Gesamtargumentation?"
"content/c2/reading/C2-T1-009.json","Q8","c2","multiple_choice","Inwiefern unterstützt die Darstellung von Worauf die Gesamtargumentation?"
"content/c2/reading/C2-T1-010.json","Q1","c2","multiple_choice","Inwiefern unterstützt die Darstellung von die Forschung in den letzten Jahrzehnten erfahren die Gesamtargumentation?"
"content/c2/reading/C2-T1-010.json","Q2","c2","multiple_choice","Was lässt sich aus der kritischen Betrachtung von beschrieb den Paradigmenwechsel in der Wissenschaft für die Gesamtthese ableiten?"
"content/c2/reading/C2-T1-010.json","Q4","c2","multiple_choice","Welcher epistemologische Einwand lässt sich gegen die Analyse von Worin liegt die Gefahr des erkenntnistheoretischen erheben?"
"content/c2/reading/C2-T1-010.json","Q7","c2","multiple_choice","Welche methodologische Implikation hat die Analyse von Worin liegt die intellektuelle Vitalität des?"
"content/c2/reading/C2-T1-010.json","Q8","c2","multiple_choice","Inwiefern unterstützt die Darstellung von Worauf die Gesamtargumentation?"
"content/c2/reading/C2-T1-011.json","Q8","c2","multiple_choice","Inwiefern unterstützt die Darstellung von Worauf die Gesamtargumentation?"
"content/c2/reading/C2-T1-012.json","Q1","c2","multiple_choice","Inwiefern unterstützt die Darstellung von die Forschung in den letzten Jahrzehnten erfahren die Gesamtargumentation?"
"content/c2/reading/C2-T1-012.json","Q3","c2","multiple_choice","Was lässt sich aus der kritischen Betrachtung von stellt die pluralistische Sichtweise infrage für die Gesamtthese ableiten?"
"content/c2/reading/C2-T1-012.json","Q7","c2","multiple_choice","Was lässt sich aus der kritischen Betrachtung von Worin liegt die intellektuelle Vitalität des für die Gesamtthese ableiten?"
"content/c2/reading/C2-T1-012.json","Q8","c2","multiple_choice","Inwiefern unterstützt die Darstellung von Worauf die Gesamtargumentation?"
"content/c2/reading/C2-T3-001.json","Q2","c2","multiple_choice","Welche epistemologische Position vertritt der Autor bezüglich erschwert die interdisziplinäre Integration?"
"content/c2/reading/C2-T3-002.json","Q1","c2","multiple_choice","Inwiefern unterstützt die Darstellung von epistemologischen Kritik sieht sich die positivistische Tradition ausgesetzt die Gesamtargumentation?"
"content/c2/reading/C2-T3-002.json","Q3","c2","multiple_choice","Inwiefern widersprechen sich die Ausführungen zu können transdisziplinäre Forschungsansätze leisten mit der Gesamtthese?"
"content/c2/reading/C2-T3-002.json","Q4","c2","multiple_choice","Was lässt sich aus der kritischen Betrachtung von die Wissenschaft laut dem Text nicht ersetzen für die Gesamtthese ableiten?"
"content/c2/reading/C2-T3-003.json","Q1","c2","multiple_choice","Inwiefern widersprechen sich die Ausführungen zu epistemologischen Kritik sieht sich die positivistische Tradition ausgesetzt mit der Gesamtthese?"
"content/c2/reading/C2-T3-003.json","Q4","c2","multiple_choice","Inwiefern widersprechen sich die Ausführungen zu die Wissenschaft laut dem Text nicht ersetzen mit der Gesamtthese?"
"content/c2/reading/C2-T3-003.json","Q5","c2","multiple_choice","Welche epistemologische Position vertritt der Autor bezüglich erfordert der Gegenstand laut dem Text?"
"content/c2/reading/C2-T3-004.json","Q2","c2","multiple_choice","Inwiefern unterstützt die Darstellung von erschwert die interdisziplinäre Integration die Gesamtargumentation?"
"content/c2/reading/C2-T3-005.json","Q1","c2","multiple_choice","Inwiefern unterstützt die Darstellung von epistemologischen Kritik sieht sich die positivistische Tradition ausgesetzt die Gesamtargumentation?"
"content/c2/reading/C2-T3-005.json","Q5","c2","multiple_choice","Inwiefern unterstützt die Darstellung von erfordert der Gegenstand laut dem Text die Gesamtargumentation?"
"content/c2/reading/C2-T3-005.json","Q6","c2","multiple_choice","Inwiefern widersprechen sich die Ausführungen zu erweisen sich die spezifischen Fachherausforderungen bei näherer Betrachtung mit der Gesamtthese?"
"content/c2/reading/C2-T3-006.json","Q1","c2","multiple_choice","Inwiefern widersprechen sich die Ausführungen zu epistemologischen Kritik sieht sich die positivistische Tradition ausgesetzt mit der Gesamtthese?"
"content/c2/reading/C2-T3-006.json","Q2","c2","multiple_choice","Welche epistemologische Position vertritt der Autor bezüglich erschwert die interdisziplinäre Integration?"
"content/c2/reading/C2-T3-007.json","Q2","c2","multiple_choice","Inwiefern widersprechen sich die Ausführungen zu erschwert die interdisziplinäre Integration mit der Gesamtthese?"
"content/c2/reading/C2-T3-007.json","Q3","c2","multiple_choice","Was lässt sich aus der kritischen Betrachtung von können transdisziplinäre Forschungsansätze leisten für die Gesamtthese ableiten?"
"content/c2/reading/C2-T3-007.json","Q4","c2","multiple_choice","Inwiefern unterstützt die Darstellung von die Wissenschaft laut dem Text nicht ersetzen die Gesamtargumentation?"
"content/c2/reading/C2-T3-008.json","Q2","c2","multiple_choice","Inwiefern unterstützt die Darstellung von erschwert die interdisziplinäre Integration die Gesamtargumentation?"
"content/c2/reading/C2-T3-008.json","Q4","c2","multiple_choice","Inwiefern widersprechen sich die Ausführungen zu die Wissenschaft laut dem Text nicht ersetzen mit der Gesamtthese?"
"content/c2/reading/C2-T3-010.json","Q2","c2","multiple_choice","Inwiefern widersprechen sich die Ausführungen zu erschwert die interdisziplinäre Integration mit der Gesamtthese?"
"content/c2/reading/C2-T3-010.json","Q6","c2","multiple_choice","Inwiefern unterstützt die Darstellung von erweisen sich die spezifischen Fachherausforderungen bei näherer Betrachtung die Gesamtargumentation?"
"content/c2/reading/C2-T3-011.json","Q6","c2","multiple_choice","Inwiefern widersprechen sich die Ausführungen zu erweisen sich die spezifischen Fachherausforderungen bei näherer Betrachtung mit der Gesamtthese?"
"content/c2/reading/C2-T3-012.json","Q4","c2","multiple_choice","Inwiefern widersprechen sich die Ausführungen zu die Wissenschaft laut dem Text nicht ersetzen mit der Gesamtthese?"
"content/c2/reading/C2-T3-012.json","Q6","c2","multiple_choice","Inwiefern unterstützt die Darstellung von erweisen sich die spezifischen Fachherausforderungen bei näherer Betrachtung die Gesamtargumentation?"
