file_path,item_id,index,level,type,teil,answer,de_class_original,de_class_current,de_len,vi_len,prescreen_flags
"content/a1/reading/A1-T1-008.json","Q4","3","a1","richtig_falsch","1","richtig","translate-only","rich","53","191",""
"content/a1/reading/A1-T1-008.json","Q5","4","a1","richtig_falsch","1","falsch","translate-only","rich","114","181",""
"content/a1/reading/A1-T1-009.json","Q1","0","a1","richtig_falsch","1","falsch","translate-only","rich","101","178",""
"content/a1/reading/A1-T1-009.json","Q2","1","a1","richtig_falsch","1","richtig","translate-only","rich","94","212",""
"content/a1/reading/A1-T1-009.json","Q3","2","a1","richtig_falsch","1","falsch","translate-only","rich","121","176",""
"content/a1/reading/A1-T1-009.json","Q4","3","a1","richtig_falsch","1","richtig","translate-only","rich","59","198",""
"content/a1/reading/A1-T1-009.json","Q5","4","a1","richtig_falsch","1","falsch","translate-only","rich","99","164",""
"content/a1/reading/A1-T1-010.json","Q1","0","a1","richtig_falsch","1","falsch","translate-only","rich","100","165",""
"content/a1/reading/A1-T1-010.json","Q2","1","a1","richtig_falsch","1","richtig","translate-only","rich","40","173",""
"content/a1/reading/A1-T1-010.json","Q3","2","a1","richtig_falsch","1","falsch","translate-only","rich","120","185",""
"content/a1/reading/A1-T1-010.json","Q4","3","a1","richtig_falsch","1","richtig","translate-only","rich","62","187",""
"content/a1/reading/A1-T1-010.json","Q5","4","a1","richtig_falsch","1","falsch","translate-only","rich","69","164",""
"content/a1/reading/A1-T2-001.json","Q6","0","a1","matching_ab","2","A","rewritten","rich","81","214",""
"content/a1/reading/A1-T2-001.json","Q7","1","a1","matching_ab","2","B","rewritten","rich","128","229",""
"content/a1/reading/A1-T2-001.json","Q8","2","a1","matching_ab","2","A","rewritten","rich","134","258",""
"content/a1/reading/A1-T2-001.json","Q9","3","a1","matching_ab","2","B","rewritten","rich","128","251",""
"content/a1/reading/A1-T2-001.json","Q10","4","a1","matching_ab","2","A","rewritten","rich","125","224",""
"content/a1/reading/A1-T2-002.json","Q6","0","a1","matching_ab","2","B","rewritten","rich","108","235",""
"content/a1/reading/A1-T2-002.json","Q7","1","a1","matching_ab","2","A","rewritten","rich","102","212",""
"content/a1/reading/A1-T2-002.json","Q8","2","a1","matching_ab","2","B","rewritten","rich","148","280",""
"content/a1/reading/A1-T2-002.json","Q9","3","a1","matching_ab","2","A","rewritten","rich","152","305",""
"content/a1/reading/A1-T2-002.json","Q10","4","a1","matching_ab","2","B","rewritten","rich","182","293",""
"content/a1/reading/A1-T2-003.json","Q6","0","a1","matching_ab","2","B","rewritten","rich","74","187",""
"content/a1/reading/A1-T2-003.json","Q7","1","a1","matching_ab","2","A","rewritten","rich","87","196",""
"content/a1/reading/A1-T2-003.json","Q8","2","a1","matching_ab","2","B","rewritten","rich","74","199",""
"content/a1/reading/A1-T2-003.json","Q9","3","a1","matching_ab","2","A","rewritten","rich","87","191",""
"content/a1/reading/A1-T2-003.json","Q10","4","a1","matching_ab","2","B","rewritten","rich","140","269",""
"content/a1/reading/A1-T2-004.json","Q6","0","a1","matching_ab","2","A","rewritten","rich","80","196",""
"content/a1/reading/A1-T2-004.json","Q7","1","a1","matching_ab","2","B","rewritten","rich","177","292",""
"content/a1/reading/A1-T2-004.json","Q8","2","a1","matching_ab","2","B","rewritten","rich","158","280",""
"content/a1/reading/A1-T2-004.json","Q9","3","a1","matching_ab","2","A","rewritten","rich","184","305",""
"content/a1/reading/A1-T2-004.json","Q10","4","a1","matching_ab","2","B","rewritten","rich","84","201",""
"content/a1/reading/A1-T2-005.json","Q6","0","a1","matching_ab","2","B","rewritten","rich","77","185",""
"content/a1/reading/A1-T2-005.json","Q7","1","a1","matching_ab","2","A","rewritten","rich","77","215",""
"content/a1/reading/A1-T2-005.json","Q8","2","a1","matching_ab","2","B","rewritten","rich","106","221",""
"content/a1/reading/A1-T2-005.json","Q9","3","a1","matching_ab","2","A","rewritten","rich","77","204",""
"content/a1/reading/A1-T2-005.json","Q10","4","a1","matching_ab","2","B","rewritten","rich","77","199",""
"content/a1/reading/A1-T2-006.json","Q6","0","a1","matching_ab","2","A","rewritten","rich","186","291",""
"content/a1/reading/A1-T2-006.json","Q7","1","a1","matching_ab","2","B","rewritten","rich","132","248",""
"content/a1/reading/A1-T2-006.json","Q8","2","a1","matching_ab","2","B","rewritten","rich","88","225",""
"content/a1/reading/A1-T2-006.json","Q9","3","a1","matching_ab","2","A","rewritten","rich","147","258",""
"content/a1/reading/A1-T2-006.json","Q10","4","a1","matching_ab","2","B","rewritten","rich","145","270",""
"content/a1/reading/A1-T2-007.json","Q6","0","a1","matching_ab","2","A","rewritten","rich","111","236",""
"content/a1/reading/A1-T2-007.json","Q7","1","a1","matching_ab","2","A","rewritten","rich","78","203",""
"content/a1/reading/A1-T2-007.json","Q8","2","a1","matching_ab","2","B","rewritten","rich","105","221",""
"content/a1/reading/A1-T2-007.json","Q9","3","a1","matching_ab","2","A","rewritten","rich","128","260",""
"content/a1/reading/A1-T2-007.json","Q10","4","a1","matching_ab","2","B","rewritten","rich","105","230",""
"content/a1/reading/A1-T2-008.json","Q6","0","a1","matching_ab","2","A","rewritten","rich","69","186",""
"content/a1/reading/A1-T2-008.json","Q7","1","a1","matching_ab","2","B","rewritten","rich","146","270",""
"content/a1/reading/A1-T2-008.json","Q8","2","a1","matching_ab","2","A","rewritten","rich","126","241",""
"content/a1/reading/A1-T2-008.json","Q9","3","a1","matching_ab","2","B","rewritten","rich","80","195",""
"content/a1/reading/A1-T2-008.json","Q10","4","a1","matching_ab","2","A","rewritten","rich","69","179",""
"content/a1/reading/A1-T2-009.json","Q6","0","a1","matching_ab","2","B","rewritten","rich","107","233",""
"content/a1/reading/A1-T2-009.json","Q7","1","a1","matching_ab","2","A","rewritten","rich","143","271",""
"content/a1/reading/A1-T2-009.json","Q8","2","a1","matching_ab","2","B","rewritten","rich","107","232",""
"content/a1/reading/A1-T2-009.json","Q9","3","a1","matching_ab","2","A","rewritten","rich","143","244",""
"content/a1/reading/A1-T2-009.json","Q10","4","a1","matching_ab","2","B","rewritten","rich","137","242",""
"content/a1/reading/A1-T2-010.json","Q6","0","a1","matching_ab","2","A","rewritten","rich","137","255",""
"content/a1/reading/A1-T2-010.json","Q7","1","a1","matching_ab","2","B","rewritten","rich","139","236",""
"content/a1/reading/A1-T2-010.json","Q8","2","a1","matching_ab","2","A","rewritten","rich","152","285",""
"content/a1/reading/A1-T2-010.json","Q9","3","a1","matching_ab","2","B","rewritten","rich","139","240",""
"content/a1/reading/A1-T2-010.json","Q10","4","a1","matching_ab","2","A","rewritten","rich","125","248",""
"content/a1/reading/A1-T3-001.json","Q11","0","a1","richtig_falsch","3","falsch","translate-only","rich","87","176",""
"content/a1/reading/A1-T3-001.json","Q12","1","a1","richtig_falsch","3","richtig","translate-only","rich","50","189",""
"content/a1/reading/A1-T3-001.json","Q13","2","a1","richtig_falsch","3","falsch","translate-only","rich","101","202",""
"content/a1/reading/A1-T3-001.json","Q14","3","a1","richtig_falsch","3","richtig","translate-only","rich","84","177",""
"content/a1/reading/A1-T3-001.json","Q15","4","a1","richtig_falsch","3","falsch","translate-only","rich","109","182",""
"content/a1/reading/A1-T3-002.json","Q11","0","a1","richtig_falsch","3","falsch","translate-only","rich","89","202",""
"content/a1/reading/A1-T3-002.json","Q12","1","a1","richtig_falsch","3","richtig","translate-only","rich","63","184",""
"content/a1/reading/A1-T3-002.json","Q13","2","a1","richtig_falsch","3","falsch","translate-only","rich","106","181",""
"content/a1/reading/A1-T3-002.json","Q14","3","a1","richtig_falsch","3","richtig","translate-only","rich","50","182",""
"content/a1/reading/A1-T3-002.json","Q15","4","a1","richtig_falsch","3","falsch","translate-only","rich","84","200",""
"content/a1/reading/A1-T3-003.json","Q11","0","a1","richtig_falsch","3","falsch","translate-only","rich","97","182",""
"content/a1/reading/A1-T3-003.json","Q12","1","a1","richtig_falsch","3","richtig","translate-only","rich","65","197",""
"content/a1/reading/A1-T3-003.json","Q13","2","a1","richtig_falsch","3","falsch","translate-only","rich","97","215",""
"content/a1/reading/A1-T3-003.json","Q14","3","a1","richtig_falsch","3","richtig","translate-only","rich","95","196",""
"content/a1/reading/A1-T3-003.json","Q15","4","a1","richtig_falsch","3","falsch","translate-only","rich","104","177",""
"content/a1/reading/A1-T3-004.json","Q11","0","a1","richtig_falsch","3","falsch","translate-only","rich","50","185",""
"content/a1/reading/A1-T3-004.json","Q12","1","a1","richtig_falsch","3","richtig","translate-only","rich","41","182",""
"content/a1/reading/A1-T3-004.json","Q13","2","a1","richtig_falsch","3","falsch","translate-only","rich","51","178",""
"content/a1/reading/A1-T3-004.json","Q14","3","a1","richtig_falsch","3","richtig","translate-only","rich","56","217",""
"content/a1/reading/A1-T3-004.json","Q15","4","a1","richtig_falsch","3","falsch","translate-only","rich","79","211",""
"content/a1/reading/A1-T3-005.json","Q11","0","a1","richtig_falsch","3","falsch","translate-only","rich","83","191",""
"content/a1/reading/A1-T3-005.json","Q12","1","a1","richtig_falsch","3","richtig","translate-only","rich","82","168",""
"content/a1/reading/A1-T3-005.json","Q13","2","a1","richtig_falsch","3","falsch","translate-only","rich","93","168",""
"content/a1/reading/A1-T3-005.json","Q14","3","a1","richtig_falsch","3","richtig","translate-only","rich","89","179",""
"content/a1/reading/A1-T3-005.json","Q15","4","a1","richtig_falsch","3","falsch","translate-only","rich","94","211",""
"content/a1/reading/A1-T3-006.json","Q11","0","a1","richtig_falsch","3","falsch","translate-only","rich","80","164",""
"content/a1/reading/A1-T3-006.json","Q12","1","a1","richtig_falsch","3","richtig","translate-only","rich","83","177",""
"content/a1/reading/A1-T3-006.json","Q13","2","a1","richtig_falsch","3","falsch","translate-only","rich","98","186",""
"content/a1/reading/A1-T3-006.json","Q14","3","a1","richtig_falsch","3","richtig","translate-only","rich","51","185",""
"content/a1/reading/A1-T3-006.json","Q15","4","a1","richtig_falsch","3","falsch","translate-only","rich","110","193",""
"content/a1/reading/A1-T3-007.json","Q11","0","a1","richtig_falsch","3","falsch","translate-only","rich","74","167",""
"content/a1/reading/A1-T3-007.json","Q12","1","a1","richtig_falsch","3","richtig","translate-only","rich","50","183",""
"content/a1/reading/A1-T3-007.json","Q13","2","a1","richtig_falsch","3","falsch","translate-only","rich","104","186",""
"content/a1/reading/A1-T3-007.json","Q14","3","a1","richtig_falsch","3","falsch","translate-only","rich","67","197",""
"content/a1/reading/A1-T3-007.json","Q15","4","a1","richtig_falsch","3","richtig","translate-only","rich","73","219",""
"content/a1/reading/A1-T3-008.json","Q11","0","a1","richtig_falsch","3","richtig","translate-only","rich","56","189",""
"content/a1/reading/A1-T3-008.json","Q12","1","a1","richtig_falsch","3","falsch","translate-only","rich","81","177",""
"content/a1/reading/A1-T3-008.json","Q13","2","a1","richtig_falsch","3","falsch","translate-only","rich","79","216",""
"content/a1/reading/A1-T3-008.json","Q14","3","a1","richtig_falsch","3","richtig","translate-only","rich","53","193",""
"content/a1/reading/A1-T3-008.json","Q15","4","a1","richtig_falsch","3","falsch","translate-only","rich","63","206",""
"content/a1/reading/A1-T3-009.json","Q11","0","a1","richtig_falsch","3","falsch","translate-only","rich","74","176",""
"content/a1/reading/A1-T3-009.json","Q12","1","a1","richtig_falsch","3","richtig","translate-only","rich","54","192",""
"content/a1/reading/A1-T3-009.json","Q13","2","a1","richtig_falsch","3","falsch","translate-only","rich","98","192",""
"content/a1/reading/A1-T3-009.json","Q14","3","a1","richtig_falsch","3","richtig","translate-only","rich","84","189",""
"content/a1/reading/A1-T3-009.json","Q15","4","a1","richtig_falsch","3","falsch","translate-only","rich","78","171",""
"content/a1/reading/A1-T3-010.json","Q11","0","a1","richtig_falsch","3","falsch","translate-only","rich","63","165",""
"content/a1/reading/A1-T3-010.json","Q12","1","a1","richtig_falsch","3","richtig","translate-only","rich","88","180",""
"content/a1/reading/A1-T3-010.json","Q13","2","a1","richtig_falsch","3","falsch","translate-only","rich","67","162",""
"content/a1/reading/A1-T3-010.json","Q14","3","a1","richtig_falsch","3","richtig","translate-only","rich","88","199",""
"content/a1/reading/A1-T3-010.json","Q15","4","a1","richtig_falsch","3","falsch","translate-only","rich","89","169",""
"content/a2/reading/A2-T1-001.json","Q1","0","a2","multiple_choice","1","b","translate-only","rich","77","254",""
"content/a2/reading/A2-T1-001.json","Q2","1","a2","multiple_choice","1","b","translate-only","rich","102","249",""
"content/a2/reading/A2-T1-001.json","Q3","2","a2","multiple_choice","1","b","translate-only","rich","110","215",""
"content/a2/reading/A2-T1-001.json","Q4","3","a2","multiple_choice","1","b","translate-only","rich","67","226",""
"content/a2/reading/A2-T1-001.json","Q5","4","a2","multiple_choice","1","c","translate-only","rich","73","211",""
"content/a2/reading/A2-T1-002.json","Q1","0","a2","multiple_choice","1","b","translate-only","rich","102","179",""
"content/a2/reading/A2-T1-002.json","Q2","1","a2","multiple_choice","1","b","translate-only","rich","94","274",""
"content/a2/reading/A2-T1-002.json","Q3","2","a2","multiple_choice","1","c","translate-only","rich","90","265",""
"content/a2/reading/A2-T1-002.json","Q4","3","a2","multiple_choice","1","b","translate-only","rich","109","260",""
"content/a2/reading/A2-T1-002.json","Q5","4","a2","multiple_choice","1","b","translate-only","rich","54","199",""
"content/a2/reading/A2-T1-003.json","Q1","0","a2","multiple_choice","1","b","translate-only","rich","67","217",""
"content/a2/reading/A2-T1-003.json","Q2","1","a2","multiple_choice","1","b","translate-only","rich","81","205",""
"content/a2/reading/A2-T1-003.json","Q3","2","a2","multiple_choice","1","b","translate-only","rich","73","267",""
"content/a2/reading/A2-T1-003.json","Q4","3","a2","multiple_choice","1","b","translate-only","rich","57","191",""
"content/a2/reading/A2-T1-003.json","Q5","4","a2","multiple_choice","1","b","translate-only","rich","92","244",""
"content/a2/reading/A2-T1-004.json","Q1","0","a2","multiple_choice","1","b","translate-only","rich","72","222",""
"content/a2/reading/A2-T1-004.json","Q2","1","a2","multiple_choice","1","b","translate-only","rich","73","255",""
"content/a2/reading/A2-T1-004.json","Q3","2","a2","multiple_choice","1","b","translate-only","rich","67","200",""
"content/a2/reading/A2-T1-004.json","Q4","3","a2","multiple_choice","1","b","translate-only","rich","59","220",""
"content/a2/reading/A2-T1-004.json","Q5","4","a2","multiple_choice","1","b","translate-only","rich","48","179",""
"content/a2/reading/A2-T1-005.json","Q1","0","a2","multiple_choice","1","b","translate-only","rich","64","216",""
"content/a2/reading/A2-T1-005.json","Q2","1","a2","multiple_choice","1","b","translate-only","rich","92","201",""
"content/a2/reading/A2-T1-005.json","Q3","2","a2","multiple_choice","1","b","translate-only","rich","74","216",""
"content/a2/reading/A2-T1-005.json","Q4","3","a2","multiple_choice","1","b","translate-only","rich","71","205",""
"content/a2/reading/A2-T1-005.json","Q5","4","a2","multiple_choice","1","b","translate-only","rich","77","244",""
"content/a2/reading/A2-T1-006.json","Q1","0","a2","multiple_choice","1","c","translate-only","rich","70","227",""
"content/a2/reading/A2-T1-006.json","Q2","1","a2","multiple_choice","1","b","translate-only","rich","71","184",""
"content/a2/reading/A2-T1-006.json","Q3","2","a2","multiple_choice","1","b","translate-only","rich","57","203",""
"content/a2/reading/A2-T1-006.json","Q4","3","a2","multiple_choice","1","a","translate-only","rich","121","207",""
"content/a2/reading/A2-T1-006.json","Q5","4","a2","multiple_choice","1","b","translate-only","rich","115","250",""
"content/a2/reading/A2-T1-007.json","Q1","0","a2","multiple_choice","1","b","translate-only","rich","77","211",""
"content/a2/reading/A2-T1-007.json","Q2","1","a2","multiple_choice","1","b","translate-only","rich","80","219",""
"content/a2/reading/A2-T1-007.json","Q3","2","a2","multiple_choice","1","b","translate-only","rich","78","215",""
"content/a2/reading/A2-T1-007.json","Q4","3","a2","multiple_choice","1","b","translate-only","rich","86","211",""
"content/a2/reading/A2-T1-007.json","Q5","4","a2","multiple_choice","1","b","translate-only","rich","95","227",""
"content/a2/reading/A2-T1-008.json","Q1","0","a2","multiple_choice","1","b","translate-only","rich","86","252",""
"content/a2/reading/A2-T1-008.json","Q2","1","a2","multiple_choice","1","b","translate-only","rich","113","172",""
"content/a2/reading/A2-T1-008.json","Q3","2","a2","multiple_choice","1","b","translate-only","rich","53","179",""
"content/a2/reading/A2-T1-008.json","Q4","3","a2","multiple_choice","1","b","translate-only","rich","77","219",""
"content/a2/reading/A2-T1-008.json","Q5","4","a2","multiple_choice","1","b","translate-only","rich","71","194",""
"content/a2/reading/A2-T1-009.json","Q1","0","a2","multiple_choice","1","b","translate-only","rich","93","182",""
"content/a2/reading/A2-T1-009.json","Q2","1","a2","multiple_choice","1","b","translate-only","rich","76","194",""
"content/a2/reading/A2-T1-009.json","Q3","2","a2","multiple_choice","1","b","translate-only","rich","99","268",""
"content/a2/reading/A2-T1-009.json","Q4","3","a2","multiple_choice","1","b","translate-only","rich","89","240",""
"content/a2/reading/A2-T1-009.json","Q5","4","a2","multiple_choice","1","b","translate-only","rich","108","264",""
"content/a2/reading/A2-T1-010.json","Q1","0","a2","multiple_choice","1","b","translate-only","rich","75","186",""
"content/a2/reading/A2-T1-010.json","Q2","1","a2","multiple_choice","1","c","translate-only","rich","58","227",""
"content/a2/reading/A2-T1-010.json","Q3","2","a2","multiple_choice","1","b","translate-only","rich","76","233",""
"content/a2/reading/A2-T1-010.json","Q4","3","a2","multiple_choice","1","b","translate-only","rich","63","194",""
"content/a2/reading/A2-T1-010.json","Q5","4","a2","multiple_choice","1","b","translate-only","rich","110","226",""
"content/a2/reading/A2-T2-001.json","Q1","0","a2","multiple_choice","2","b","translate-only","rich","37","211","de_low_evidence_overlap"
"content/a2/reading/A2-T2-001.json","Q2","1","a2","multiple_choice","2","c","translate-only","rich","69","244",""
"content/a2/reading/A2-T2-001.json","Q3","2","a2","multiple_choice","2","c","translate-only","rich","69","209",""
"content/a2/reading/A2-T2-001.json","Q4","3","a2","multiple_choice","2","c","translate-only","rich","59","226",""
"content/a2/reading/A2-T2-001.json","Q5","4","a2","multiple_choice","2","b","translate-only","rich","46","219",""
"content/a2/reading/A2-T2-002.json","Q1","0","a2","multiple_choice","2","b","translate-only","rich","39","232","de_low_evidence_overlap"
"content/a2/reading/A2-T2-002.json","Q2","1","a2","multiple_choice","2","b","translate-only","rich","31","235","de_low_evidence_overlap"
"content/a2/reading/A2-T2-002.json","Q3","2","a2","multiple_choice","2","b","translate-only","rich","46","226",""
"content/a2/reading/A2-T2-002.json","Q4","3","a2","multiple_choice","2","b","translate-only","rich","64","239",""
"content/a2/reading/A2-T2-002.json","Q5","4","a2","multiple_choice","2","c","translate-only","rich","34","224",""
"content/a2/reading/A2-T2-003.json","Q1","0","a2","multiple_choice","2","c","translate-only","rich","40","202","de_low_evidence_overlap"
"content/a2/reading/A2-T2-003.json","Q2","1","a2","multiple_choice","2","b","translate-only","rich","46","199",""
"content/a2/reading/A2-T2-003.json","Q3","2","a2","multiple_choice","2","c","translate-only","rich","21","220","de_low_evidence_overlap|de_len_anomaly"
"content/a2/reading/A2-T2-003.json","Q4","3","a2","multiple_choice","2","b","translate-only","rich","42","221","de_low_evidence_overlap"
"content/a2/reading/A2-T2-003.json","Q5","4","a2","multiple_choice","2","c","translate-only","rich","50","230","de_low_evidence_overlap"
"content/a2/reading/A2-T2-004.json","Q1","0","a2","multiple_choice","2","b","translate-only","rich","30","249","de_low_evidence_overlap"
"content/a2/reading/A2-T2-004.json","Q2","1","a2","multiple_choice","2","b","translate-only","rich","28","226","de_low_evidence_overlap"
"content/a2/reading/A2-T2-004.json","Q3","2","a2","multiple_choice","2","b","translate-only","rich","37","197",""
"content/a2/reading/A2-T2-004.json","Q4","3","a2","multiple_choice","2","b","translate-only","rich","56","230",""
"content/a2/reading/A2-T2-004.json","Q5","4","a2","multiple_choice","2","b","translate-only","rich","47","221",""
"content/a2/reading/A2-T2-005.json","Q1","0","a2","multiple_choice","2","b","translate-only","rich","57","231",""
"content/a2/reading/A2-T2-005.json","Q2","1","a2","multiple_choice","2","b","translate-only","rich","40","198",""
"content/a2/reading/A2-T2-005.json","Q3","2","a2","multiple_choice","2","b","translate-only","rich","32","214",""
"content/a2/reading/A2-T2-005.json","Q4","3","a2","multiple_choice","2","c","translate-only","rich","58","244",""
"content/a2/reading/A2-T2-005.json","Q5","4","a2","multiple_choice","2","c","translate-only","rich","68","236",""
"content/a2/reading/A2-T2-006.json","Q1","0","a2","multiple_choice","2","b","translate-only","rich","55","203",""
"content/a2/reading/A2-T2-006.json","Q2","1","a2","multiple_choice","2","c","translate-only","rich","46","199",""
"content/a2/reading/A2-T2-006.json","Q3","2","a2","multiple_choice","2","b","translate-only","rich","60","230",""
"content/a2/reading/A2-T2-006.json","Q4","3","a2","multiple_choice","2","c","translate-only","rich","24","194",""
"content/a2/reading/A2-T2-006.json","Q5","4","a2","multiple_choice","2","b","translate-only","rich","44","210",""
"content/a2/reading/A2-T2-007.json","Q1","0","a2","multiple_choice","2","b","translate-only","rich","54","236",""
"content/a2/reading/A2-T2-007.json","Q2","1","a2","multiple_choice","2","b","translate-only","rich","49","219",""
"content/a2/reading/A2-T2-007.json","Q3","2","a2","multiple_choice","2","b","translate-only","rich","42","221","de_low_evidence_overlap"
"content/a2/reading/A2-T2-007.json","Q4","3","a2","multiple_choice","2","b","translate-only","rich","67","209",""
"content/a2/reading/A2-T2-007.json","Q5","4","a2","multiple_choice","2","b","translate-only","rich","35","187",""
"content/a2/reading/A2-T2-008.json","Q1","0","a2","multiple_choice","2","b","translate-only","rich","37","202",""
"content/a2/reading/A2-T2-008.json","Q2","1","a2","multiple_choice","2","b","translate-only","rich","38","212",""
"content/a2/reading/A2-T2-008.json","Q3","2","a2","multiple_choice","2","c","translate-only","rich","74","256",""
"content/a2/reading/A2-T2-008.json","Q4","3","a2","multiple_choice","2","a","translate-only","rich","47","199",""
"content/a2/reading/A2-T2-008.json","Q5","4","a2","multiple_choice","2","b","translate-only","rich","50","198",""
"content/a2/reading/A2-T2-009.json","Q1","0","a2","multiple_choice","2","b","translate-only","rich","36","235","de_low_evidence_overlap"
"content/a2/reading/A2-T2-009.json","Q2","1","a2","multiple_choice","2","b","translate-only","rich","46","224",""
"content/a2/reading/A2-T2-009.json","Q3","2","a2","multiple_choice","2","c","translate-only","rich","54","230",""
"content/a2/reading/A2-T2-009.json","Q4","3","a2","multiple_choice","2","c","translate-only","rich","52","216",""
"content/a2/reading/A2-T2-009.json","Q5","4","a2","multiple_choice","2","b","translate-only","rich","51","244","de_low_evidence_overlap"
"content/a2/reading/A2-T2-010.json","Q1","0","a2","multiple_choice","2","c","translate-only","rich","39","201",""
"content/a2/reading/A2-T2-010.json","Q2","1","a2","multiple_choice","2","b","translate-only","rich","60","200",""
"content/a2/reading/A2-T2-010.json","Q3","2","a2","multiple_choice","2","c","translate-only","rich","22","199","de_len_anomaly"
"content/a2/reading/A2-T2-010.json","Q4","3","a2","multiple_choice","2","b","translate-only","rich","66","208",""
"content/a2/reading/A2-T2-010.json","Q5","4","a2","multiple_choice","2","b","translate-only","rich","58","250",""
"content/a2/reading/A2-T3-001.json","Q1","0","a2","matching","3","D","translate-only","rich","87","230","de_low_evidence_overlap"
"content/a2/reading/A2-T3-001.json","Q2","1","a2","matching","3","E","translate-only","rich","78","233",""
"content/a2/reading/A2-T3-001.json","Q3","2","a2","matching","3","C","translate-only","rich","72","238",""
"content/a2/reading/A2-T3-001.json","Q4","3","a2","matching","3","F","translate-only","rich","83","243",""
